CommonChristmasFatherGiftLayer	init	0x00003db1	-
CommonChristmasFatherGiftLayer	onEnter	0x00004465	-
CommonChristmasFatherGiftLayer	onExit	0x00004535	-
CommonChristmasFatherGiftLayer	dealloc	0x000045a9	-
CommonChristmasFatherGiftLayer	registerWithTouchDispatcher	0x000045d5	-
CommonChristmasFatherGiftLayer	isAccelerometerEnabled	0x00004619	-
CommonChristmasFatherGiftLayer	ccTouchBegan:withEvent:	0x0000462d	-
CommonChristmasFatherGiftLayer	point:isInSpriteRect:	0x00004631	-
CommonChristmasFatherGiftLayer	ccTouchEnded:withEvent:	0x00004899	-
CommonChristmasFatherGiftLayer	tintGiftBox	0x00004ba1	-
CommonChristmasFatherGiftLayer	setShadow	0x00004db9	-
CommonChristmasFatherGiftLayer	showShadowAndSnow	0x00004f75	-
CommonChristmasFatherGiftLayer	showTotalReward	0x000050b1	-
CommonChristmasFatherGiftLayer	nextPostion	0x00005d09	-
CommonChristmasFatherGiftLayer	nextAngle	0x00005fbd	-
CommonChristmasFatherGiftLayer	moveToNextSide	0x00005ffd	-
CommonChristmasFatherGiftLayer	startMoving	0x000060e5	-
CommonChristmasFatherGiftLayer	addGiftBoxForChristmasFather	0x00006229	-
CommonChristmasFatherGiftLayer	playChristmasFatherAnimation	0x00006399	-
CommonChristmasFatherGiftLayer	detch	0x000067a9	-
CommonChristmasFatherGiftLayer	flipNum	0x00006b35	-
CommonChristmasFatherGiftLayer	showVipGoldSpriteWithNum:	0x00006bed	-
CommonChristmasFatherGiftLayer	showGoldSpriteWithNum:	0x00006c51	-
CommonChristmasFatherGiftLayer	showXpSpriteWithNum:	0x00006cb9	-
CommonChristmasFatherGiftLayer	onGiftBoxButtonselected	0x00006d1d	-
CommonChristmasFatherGiftLayer	callbackflash	0x00006e21	-
CommonChristmasFatherGiftLayer	flashScreen	0x00006e91	-
CommonChristmasFatherGiftLayer	callbackMovingGiftBox	0x00006ffd	-
CommonChristmasFatherGiftLayer	moveGiftBoxAndStartMoving	0x000070e1	-
iMoleVillageAppDelegate	removeStartupFlicker	0x00007381	-
iMoleVillageAppDelegate	startTaomeeAndFlurryStatisticsSession	0x00007765	-
iMoleVillageAppDelegate	applicationDidFinishLaunching:	0x00007871	-
iMoleVillageAppDelegate	hashedISU	0x00007fd5	-
iMoleVillageAppDelegate	reportAppOpenToAdMob	0x00008111	-
iMoleVillageAppDelegate	applicationWillResignActive:	0x000082e1	-
iMoleVillageAppDelegate	applicationDidBecomeActive:	0x000090f1	-
iMoleVillageAppDelegate	applicationDidReceiveMemoryWarning:	0x00009631	-
iMoleVillageAppDelegate	applicationDidEnterBackground:	0x00009665	-
iMoleVillageAppDelegate	applicationWillEnterForeground:	0x00009699	-
iMoleVillageAppDelegate	applicationWillTerminate:	0x000099e9	-
iMoleVillageAppDelegate	applicationSignificantTimeChange:	0x00009ce1	-
iMoleVillageAppDelegate	dealloc	0x00009d15	-
iMoleVillageAppDelegate	updateOrientationWithOrientation:	0x00009dd5	-
iMoleVillageAppDelegate	application:didReceiveLocalNotification:	0x00009dd9	-
iMoleVillageAppDelegate	sendDeviceToken:	0x00009ec5	-
iMoleVillageAppDelegate	application:didRegisterForRemoteNotificationsWithDeviceToken:	0x00009ec9	-
iMoleVillageAppDelegate	application:didFailToRegisterForRemoteNotificationsWithError:	0x00009f11	-
iMoleVillageAppDelegate	application:didReceiveRemoteNotification:	0x00009f19	-
iMoleVillageAppDelegate	application:handleOpenURL:	0x0000a129	-
iMoleVillageAppDelegate	iRateCouldNotConnectToAppStore:	0x0000a205	-
iMoleVillageAppDelegate	iRateDidDetectAppUpdate	0x0000a265	-
iMoleVillageAppDelegate	iRateShouldPromptForRating	0x0000a269	-
iMoleVillageAppDelegate	iRateUserDidAttemptToRateApp	0x0000a379	-
iMoleVillageAppDelegate	iRateUserDidDeclineToRateApp	0x0000a4bd	-
iMoleVillageAppDelegate	iRateUserDidRequestReminderToRateApp	0x0000a599	-
iMoleVillageAppDelegate	crashException:	0x0000a66d	-
iMoleVillageAppDelegate	window	0x0000a6c9	-
iMoleVillageAppDelegate	setWindow:	0x0000a6d9	-
iMoleVillageAppDelegate	viewController	0x0000a6fd	-
iMoleVillageAppDelegate	setViewController:	0x0000a70d	-
iMoleVillageAppDelegate	initialize	0x00007535	+
HelloWorldLayer	init	0x0000a781	-
HelloWorldLayer	dealloc	0x0000a86d	-
HelloWorldLayer	scene	0x0000a731	+
RootViewController	shouldAutorotateToInterfaceOrientation:	0x0000a899	-
RootViewController	willRotateToInterfaceOrientation:duration:	0x0000a8e9	-
RootViewController	supportedInterfaceOrientations	0x0000aa29	-
RootViewController	shouldAutorotate	0x0000aa69	-
RootViewController	didReceiveMemoryWarning	0x0000aa6d	-
RootViewController	viewDidAppear:	0x0000aa99	-
RootViewController	viewDidDisappear:	0x0000abd1	-
RootViewController	productPurchased:	0x0000acc5	-
RootViewController	purchaseFailed:	0x0000ae01	-
RootViewController	purchaseCancelled:	0x0000af15	-
RootViewController	productsFetched:	0x0000af59	-
RootViewController	purchaseInitiated:	0x0000afa5	-
RootViewController	purchaseCleanup:	0x0000afa9	-
MainMenu	testAnimation	0x0000affd	-
MainMenu	init	0x0000b2c1	-
MainMenu	onMenuSelected1:	0x0000b4bd	-
MainMenu	onMenuSelected2:	0x0000b4c1	-
MainMenu	dealloc	0x0000b4c5	-
MainMenu	myfuctiion	0x0000b549	-
MainMenu	scene	0x0000afad	+
GameSoundManager	preload	0x0000b551	-
GameSoundManager	fadeOutMusic	0x0000b555	-
GameSoundManager	init	0x0000b66d	-
GameSoundManager	dealloc	0x0000b745	-
GameSoundManager	setUpAudioManager	0x0000b7bd	-
GameSoundManager	asynchronousSetup	0x0000b819	-
GameSoundManager	setup	0x0000bb01	-
GameSoundManager	soundEngine	0x0000bbb1	-
GameSoundManager	setMusicOn:	0x0000bc69	-
GameSoundManager	setEffectOn:	0x0000bc79	-
GameSoundManager	playRandomMusic:	0x0000bc89	-
GameSoundManager	playRandomMusic:loop:	0x0000bca1	-
GameSoundManager	playRandomSound:endID:	0x0000bccd	-
GameSoundManager	playSound:	0x0000bcfd	-
GameSoundManager	playSoundByName:	0x0000bd1d	-
GameSoundManager	playSound:loop:	0x0000bd55	-
GameSoundManager	playSoundByName:groupId:isCache:loop:	0x0000bd75	-
GameSoundManager	playSound:isCache:loop:	0x0000bf0d	-
GameSoundManager	playSound:groupId:loop:	0x0000bf3d	-
GameSoundManager	playSound:groupId:isCache:loop:	0x0000bf61	-
GameSoundManager	isBgMusic:	0x0000c241	-
GameSoundManager	isCacheSound:	0x0000c265	-
GameSoundManager	isSimultSound:	0x0000c289	-
GameSoundManager	getNameById:	0x0000c2ad	-
GameSoundManager	getBackgroundMusicDuration	0x0000c329	-
GameSoundManager	isEffectPlaying:	0x0000c34d	-
GameSoundManager	isEffectPlaying:groupId:	0x0000c389	-
GameSoundManager	isEffectPlayingByName:	0x0000c3c5	-
GameSoundManager	isEffectPlayingByName:groupId:	0x0000c401	-
GameSoundManager	isLongEffect:	0x0000c42d	-
GameSoundManager	canEffectPlay:	0x0000c479	-
GameSoundManager	stopBackgroundMusic	0x0000c4e9	-
GameSoundManager	stopAllSounds	0x0000c50d	-
GameSoundManager	stopAllEffectSounds	0x0000c545	-
GameSoundManager	stopSound:	0x0000c569	-
GameSoundManager	playAnotherBGMusicByName:	0x0000c591	-
GameSoundManager	state	0x0000c699	-
GameSoundManager	sharedManager	0x0000b559	+
GameSoundManager	purgeShareInstance	0x0000b645	+
TMActionKeyInfo	init	0x0000c6ad	-
TMActionKeyInfo	dealloc	0x0000c709	-
TMActionKeyInfo	index	0x0000c735	-
TMActionKeyInfo	setIndex:	0x0000c745	-
TMActionKeyInfo	x	0x0000c755	-
TMActionKeyInfo	setX:	0x0000c765	-
TMActionKeyInfo	y	0x0000c775	-
TMActionKeyInfo	setY:	0x0000c785	-
TMActionInfo	init	0x0000c795	-
TMActionInfo	dealloc	0x0000c80d	-
TMActionInfo	actionname	0x0000c871	-
TMActionInfo	setActionname:	0x0000c881	-
TMActionInfo	keys	0x0000c8a5	-
TMActionInfo	setKeys:	0x0000c8b5	-
TMActionInfo	offsetMaxX	0x0000c8d9	-
TMActionInfo	setOffsetMaxX:	0x0000c8e9	-
TMActionInfo	offsetMaxY	0x0000c8f9	-
TMActionInfo	setOffsetMaxY:	0x0000c909	-
TMAnimationInfo	initWithXMLFile:	0x0000c955	-
TMAnimationInfo	dealloc	0x0000cad1	-
TMAnimationInfo	parseXMLFile:	0x0000cbb1	-
TMAnimationInfo	parser:didStartElement:namespaceURI:qualifiedName:attributes:	0x0000ccd5	-
TMAnimationInfo	parser:didEndElement:namespaceURI:qualifiedName:	0x0000d375	-
TMAnimationInfo	parser:parseErrorOccurred:	0x0000d3e5	-
TMAnimationInfo	filename	0x0000d3e9	-
TMAnimationInfo	setFilename:	0x0000d3f9	-
TMAnimationInfo	layername	0x0000d41d	-
TMAnimationInfo	setLayername:	0x0000d42d	-
TMAnimationInfo	swfname	0x0000d451	-
TMAnimationInfo	setSwfname:	0x0000d461	-
TMAnimationInfo	frames	0x0000d485	-
TMAnimationInfo	setFrames:	0x0000d495	-
TMAnimationInfo	framecount	0x0000d4a5	-
TMAnimationInfo	setFramecount:	0x0000d4b5	-
TMAnimationInfo	offsetX	0x0000d4c5	-
TMAnimationInfo	setOffsetX:	0x0000d4d5	-
TMAnimationInfo	offsetY	0x0000d4e5	-
TMAnimationInfo	setOffsetY:	0x0000d4f5	-
TMAnimationInfo	imagecount	0x0000d505	-
TMAnimationInfo	setImagecount:	0x0000d515	-
TMAnimationInfo	bitmapSize	0x0000d525	-
TMAnimationInfo	setBitmapSize:	0x0000d53d	-
TMAnimationInfo	bitmapkeys	0x0000d551	-
TMAnimationInfo	setBitmapkeys:	0x0000d561	-
TMAnimationInfo	actions	0x0000d585	-
TMAnimationInfo	setActions:	0x0000d595	-
TMAnimationInfo	keyframes	0x0000d5b9	-
TMAnimationInfo	setKeyframes:	0x0000d5c9	-
TMAnimationInfo	movie	0x0000d5ed	-
TMAnimationInfo	setMovie:	0x0000d5fd	-
TMAnimationInfo	formatWithXmlFile:	0x0000c919	+
TMSpriteFrameCache	init	0x0000d6bd	-
TMSpriteFrameCache	description	0x0000d77d	-
TMSpriteFrameCache	dealloc	0x0000d7ed	-
TMSpriteFrameCache	addSpriteFramesWithAnimationInfo:texture:	0x0000d865	-
TMSpriteFrameCache	addSpriteActionsWithAnimationInfo:	0x0000dbd5	-
TMSpriteFrameCache	addSpriteFramesWithDictionary:texture:	0x0000df19	-
TMSpriteFrameCache	addSpriteFramesWithFile:texture:	0x0000e459	-
TMSpriteFrameCache	addSpriteFramesWithFile:textureFile:	0x0000e4b5	-
TMSpriteFrameCache	addSpriteFramesWithFile:	0x0000e50d	-
TMSpriteFrameCache	addSpriteFrame:name:	0x0000e6ad	-
TMSpriteFrameCache	removeSpriteFrames	0x0000e6d9	-
TMSpriteFrameCache	removeUnusedSpriteFrames	0x0000e715	-
TMSpriteFrameCache	removeSpriteFrameByName:	0x0000e829	-
TMSpriteFrameCache	removeSpriteFramesFromFile:	0x0000e895	-
TMSpriteFrameCache	removeSpriteFramesFromDictionary:	0x0000e8ed	-
TMSpriteFrameCache	removeSpriteFramesFromTexture:	0x0000ea21	-
TMSpriteFrameCache	spriteFrameByName:	0x0000eb59	-
TMSpriteFrameCache	spriteFramesByActionName:	0x0000ebb5	-
TMSpriteFrameCache	createSpriteWithFrameName:	0x0000ebdd	-
TMSpriteFrameCache	sharedSpriteFrameCache	0x0000d621	+
TMSpriteFrameCache	alloc	0x0000d669	+
TMSpriteFrameCache	purgeSharedSpriteFrameCache	0x0000d695	+
InGameScene	init	0x0000ec91	-
InGameScene	dealloc	0x0000ee99	-
InGameScene	scene	0x0000ec21	+
InGameScene	purgeSharedInstance	0x0000ec69	+
GameManager	init	0x0000f085	-
GameManager	dealloc	0x0000f1ad	-
GameManager	walkArea	0x0000f1f9	-
GameManager	bornArea	0x0000f22d	-
GameManager	showDebugInfo:	0x0000f261	-
GameManager	checkPurchaseReciept	0x0000f265	-
GameManager	startGame	0x0000f569	-
GameManager	startGame:	0x0000f581	-
